Project Name,Package Name,Type Name,Method Name,Code Smell,Can it be refactored,If no why?
group11_spring_boot,com.csci3130_group11.group11_spring_boot.user.model,userModel,userModel,Long Parameter List,No,Because these are constructors required for user to enter the app. If changed by any chance it can cause the user data not to be processed and could eventually crash the app
